Subject_ID,probe,Block1 (S1),Filter Used for Block 1 (S1),Block2 (S1),Filter Used for Block 2 (S1),Block1 (S2),Filter Used for Block 1 (S2),Block2 (S2),Filter Used for Block 2 (S2),Block1 (S3),Filter Used for Block 1 (S3),Block2 (S3),Filter Used for Block 2 (S3)
NC373,CCHUNB6A,1084.0,0.3,2103,0.3,,,,,,,,
NC374,CCHUNB6A,1084.0,0.3,2103,0.3,,,,,,,,
NC375,CCHUNB6A,1084.0,0.4,2103,0.4,,,,,,,,
NC376,CCHUNB6A,1084.0,0.3,2103,0.3,,,,,,,,
NC377,CCHUNB6A,1084.0,0.2,2103.0,0.3,,,,,,,,
NC378,CCHUNB6A,1084.0,0.4,2103,0.4,,,,,,,,
NC378,CCHUNB6A,1084.0,0.4,2103,0.4,,,,,,,,
NC379,CCHUNB6A,1084.0,0.3,2103,0.4,,,,,,,,
NC379,CCHUNB6A,1084.0,0.3,2103,0.3,,,,,,,,
NC380,CCHUNB6A,1084.0,0.3,2103,0.3,,,,,,,,
NC381,CCHUNB6A,1084.0,0.4,2103,0.4,,,,,,,,
NC382,CCHUNB6A,1084.0,0.4,2103,0.3,,,,,,,,
NC383,CCHUNB6A,1084.0,0.3,2103,0.3,,,,,,,,
NC384,CCHUNB6A,1084.0,0.2,2103,0.2,,,,,,,,
NC385,CCHUNB6A,1084.0,0.3,2103,0.4,,,,,,,,
NC385,CCHUNB6A,1084.0,0.3,2103,0.3,,,,,,,,
NC386,CCHUNB6A,1084.0,0.3,2103.0,0.4,,,,,,,,
NC386,CCHUNB6A,1084.0,0.2,2103,0.3,,,,,,,,
NC387,CCHUNB6A,1084.0,0.3,2103,0.3,,,,,,,,
NC388,CCHUNB6A,1084.0,0.4,2103,0.4,,,,,,,,
NC388,CCHUNB6A,1084.0,0.3,2103,0.3,,,,,,,,
NC389,CCHUNB6A,1084.0,0.2,2103,0.2,,,,,,,,
NC389,CCHUNB6A,1084.0,0.1,2103,0.1,,,,,,,,
NC390,CCHUNB6A,1084.0,0.4,2103,0.4,,,,,,,,
NC391,CCHUNB6A,1084.0,0.2,2103,0.2,,,,,,,,
NC392,CCHUNB6A,1084.0,0.3,2103,0.3,,,,,,,,
NC392,CCHUNB6A,1084.0,0.2,2103,0.2,,,,,,,,
NC393,CCHUNB6A,1084.0,0.3,2103,0.3,,,,,,,,
NC394,CCHUNB6A,1084.0,0.5,2103,0.6; 0.5,1084,0.6,2103,0.6,,,,
NC395,CCHUNB6A,1084.0,0.3,2103,0.4,,,,,,,,
NC396,CCHUNB6A,1084.0,0.3,2103,0.3,,,,,,,,
NC397,CCHUNB6A,1084.0,0.3,2103,0.3,,,,,,,,
NC398,CCHUNB6A,1084.0,0.2,2103,0.2,,,,,,,,
NC399,CCHUNB6A,1084.0,0.4,2103,0.4,,,,,,,,
NC400,CCHUNB6A,1084.0,0.5,2103,0.7,,,,,,,,
NE001,CCHUNB1,1084.0,0.2,2103,"0.8 Good for A, 0.6 Good for B, 0.2 Good for C & D",1084,0.3,2103,0.4,,,,
NE001,CCHUNB1,1084.0,0.3,2103.0,"0.8 Good for A & B, 0.3 Good for C & D",1084,0.5,2103.0,0.6,,,,
NE001,CCHUNB1,1084.0,0.1,2102,"0.3 Good for C and D, 0.9 Good for A and B",,,,,,,,
NE001,CCHUNB1,1084.0,0.1,2102,"0.9 Good for A and B, 0.3 Good for C and D",,,,,,,,
NE001,CCHUNB1,1084.0,0.1,2102,"0.9 Good for A and B, 0.5 Good for C and D",,,,,,,,
NE002,CCHUNB3,1084.0,0.3,2103,0.4,1084,0.6,2103,0.7,,,,
NE002,CCHUNB1,1084.0,0.4,2103.0,0.5,,,,,,,,
NE002,CCHUNB1,1084.0,0.3,2102,0.7,1084,"0.4 Good for A & B, 0.8 Good for C & D",2103.0,"0.5 Good for A, B, and C; 0.8 Good for D",,,,
NE002,CCHUNB1,1084.0,0.2,2102.0,0.5,1084,0.8,2103.0,07,,,,
NE002,CCHUNB1,1084.0,0.3,2102,0.6,,,,,,,,
NE002,CCHUNB1,1084.0,0.3,2102,0.6,,,,,,,,
NE002,CCHUNB1,1084.0,0.6,2103.0,0.6,1084,0.5,2103.0,0.4,,,,
NE002,CCHUNB1,1084.0,0.3,2102,0.7,,,,,,,,
NE002,CCHUNB1,1084.0,0.3,2103.0,0.3,,,,,,,,
NE002,CCHUNB1,1084.0,0.3,2102.0,0.7,1084.0,0.1,2102.0,0.3,,,,
NE002,CCHUNB1,1084.0,0.2,2102.0,0.5,,,,,,,,
NE002,CCHUNB1,1084.0,0.2,2102.0,0.5,,,,,,,,
NE002,CCHUNB1,1084.0,0.2,2102.0,0.5,1084.0,0.2,2102.0,0.5,,,,
NE002,CCHUNB1,1084.0,0.3,2102.0,0.7,1084.0,0.2,2102.0,0.6,,,,
NE002,CCHUNB1,1084.0,0.3,2102.0,0.6,1084.0,0.3,2102.0,0.7,,,,
NE003,CCHUNB1,1084.0,0.2,2102.0,0.5,,,,,,,,
NE003,CCHUNB1,1084.0,0.2,2102.0,0.5,,,,,,,,
NE004,CCHUNB6A,1084.0,0.8,2103,"0.6 Good for A, 0.8 Good for B, C & D",,,,,,,,
NE004,CCHUNB1,1084.0,0.5,2103,0.6,1084,0.5,2103,0.6,,,,
NE004,CCHUNB1,1084.0,0.8,2103.0,"0.9 Good for A, B & C, 0.7 Good for D",,,,,,,,
NE004,CCHUNB1,1084.0,0.3,2102,0.8,1084,0.7,2103.0,0.7,,,,
NE004,CCHUNB1,1084.0,0.3,2102,0.6,1084,0.3,2102,0.6,,,,
NE004,CCHUNB1,1084.0,0.3,2102,0.5,1084,0.3,2102,0.7,,,,
NE004,CCHUNB1,1084.0,0.2,2102,0.5,,,,,,,,
NE004,CCHUNB1,1084.0,0.2,2102.0,0.5,,,,,,,,
NE004,CCHUNB1,1084.0,0.3,2102.0,0.5,,,,,,,,
NE004,CCHUNB1,1084.0,0.2,2102.0,0.5,,,,,,,,
NE004,CCHUNB1,1084.0,0.3,2102.0,0.5,,,,,,,,
NE004,CCHUNB1,1084.0,0.2,2102.0,0.5,,,,,,,,
NE004,CCHUNB1,1084.0,0.3,2102.0,0.5,,,,,,,,
NE005,CCHUNB6A,1084.0,0.6,2103,0.8,1084,0.8,2103,0.9; 0.8,,,,
NE005,CCHUNB2,1084.0,0.5,2103,0.6,,,,,,,,
NE005,CCHUNB1,1084.0,0.3,2103,0.3,1084,0.5,2103,0.5,,,,
NE005,CCHUNB1,1084.0,0.3,2103.0,0.3,1084,0.6,2103.0,0.6,,,,
NE005,CCHUNB1,1084.0,0.5,2103.0,0.6,1084,1.0,2103.0,1.0,,,,
NE005,CCHUNB1,1084.0,0.2,2102.0,0.4,,,,,,,,
NE005,CCHUNB1,1084.0,0.2,2102.0,0.3,,,,,,,,
NE005,CCHUNB1,1084.0,0.2,2102.0,0.3,1084,0.2,2102.0,0.4,,,,
NE005,CCHUNB1,1084.0,0.2,2102.0,0.3,1084,0.3,2102.0,0.5,,,,
NE005,CCHUNB1,1084.0,0.2,2102.0,0.3,1084.0,0.2,2102.0,0.6,,,,
NE006,CCHUNB6A,1084.0,0.5,2103,0.5,,,,,,,,
NE006,CCHUNB1,1084.0,0.3,2103,0.3,,,,,,,,
NE006,CCHUNB1,1084.0,0.3,2103.0,0.4,,,,,,,,
NE006,CCHUNB1,1084.0,0.3,2101,0.3,,,,,,,,
NE006,CCHUNB1,1084.0,0.3,2102,0.7,,,,,,,,
NE006,CCHUNB1,1084.0,0.5,2102,0.8,,,,,,,,
NE006,CCHUNB1,1084.0,0.3,2102,0.6,,,,,,,,
NE006,CCHUNB1,1084.0,0.3,2102,0.8,,,,,,,,
NE006,CCHUNB1,1084.0,0.3,2102,0.6,,,,,,,,
NE006,CCHUNB1,1084.0,0.3,2102.0,0.5,1084,0.3,2103.0,0.4,,,,
NE006,CCHUNB1,1084.0,0.3,2102.0,0.5,1084,0.5,2103.0,0.5,,,,
NE007,CCHUNB6A,1084.0,0.5,2103,0.5,1084,0.4,2103,0.3,,,,
NE007,CCHUNB1,1084.0,0.3,2103,0.4,1084,"0.5 Good for A & B, 0.2 Good for B(?) & C",2103,"0.5 Good for A & B, 0.2 Good for B(?) & C, or C & D",,,,
NE007,CCHUNB1,1084.0,0.3,2102,0.7,1084,0.6,2103.0,0.7,,,,
NE007,CCHUNB1,1084.0,0.2,2102,0.5,1084,0.4,2102,0.8,,,,
NE007,CCHUNB1,1084.0,0.3,2103.0,0.4,,,,,,,,
NE007,CCHUNB1,1084.0,0.3,2102.0,0.5,1084,0.5,2103.0,0.6,,,,
NE007,CCHUNB1,1084.0,0.3,2102.0,0.5,1084,0.5,2103.0,0.6,,,,
NE007,CCHUNB1,1084.0,0.4,2101,1.1,1084,0.6,2103.0,0.7,,,,
NE008,CCHUNB1,1084.0,0.3,2102,0.7,,,,,,,,
NE008,CCHUNB1,1084.0,0.3,2102,0.6,,,,,,,,
NE008,CCHUNB1,1084.0,0.3,2102,0.7,,,,,,,,
NE008,CCHUNB1,1084.0,0.1,2102,0.3,,,,,,,,
NE008,CCHUNB1,1084.0,0.2,2102,0.3,,,,,,,,
NE008,CCHUNB1,1084.0,0.2,2102,0.4,,,,,,,,
NE008,CCHUNB1,1084.0,0.2,2102,0.3,,,,,,,,
NE008,CCHUNB1,1084.0,0.2,2102,0.5,,,,,,,,
NE008,CCHUNB1,1084.0,0.2,2102,0.5,,,,,,,,
NE008,CCHUNB1,1084.0,0.1,2102,0.5,,,,,,,,
NE008,CCHUNB1,1084.0,0.2,2102,0.5,,,,,,,,
NE009,CCHUNB1,1084.0,0.5,2103,0.7,1084,1.0,2103,"1.0 Good for A & B, 1.1 Good for C, 0.9 Good for D",,,,
NE009,CCHUNB1,1084.0,0.5,2102,"0.9 Good for A, B & C, 0.7 Good for D",1084,0.5,2103.0,0.5,,,,
NE009,CCHUNB1,1084.0,0.3,2102,0.5,,,,,,,,
NE009,CCHUNB1,1084.0,0.3,2102,0.6,,,,,,,,
NE009,CCHUNB1,1084.0,0.1,2102,0.5,,,,,,,,
NE009,CCHUNB1,1084.0,0.1,2102,"0.5 Good for A and B, 0.3 Good for C and D",,,,,,,,
NE010,CCHUNB6A,1084.0,0.5,2103,0.5,,,,,,,,
NE010,CCHUNB2,1084.0,0.4,2103,0.5,,,,,,,,
NE010,CCHUNB1,1084.0,0.3,2103,0.4,,,,,,,,
NE010,CCHUNB1,1084.0,0.7,2103.0,0.9,,,,,,,,
NE010,CCHUNB1,1084.0,0.8,2103.0,0.9,,,,,,,,
NE010,CCHUNB1,1084.0,0.5,2102,0.8,,,,,,,,
NE010,CCHUNB1,1084.0,0.4,2102,0.6,,,,,,,,
NE010,CCHUNB1,1084.0,0.5,2102.0,1.0,,,,,,,,
NE010,CCHUNB1,1084.0,0.6,,,,,,,,,,
NE011,CCHUNB6A,1084.0,0.3,2103,0.3,,,,,,,,
NE011,CCHUNB3,1084.0,0.5,2103,"0.6 Good for A & B, 0.7 Good for C & D",1084,0.3,2103,0.3,,,,
NE011,CCHUNB1,1084.0,0.4,2103.0,0.5,,,,,,,,
NE011,CCHUNB1,1084.0,0.3,2102,0.5,,,,,,,,
NE011,CCHUNB1,1084.0,0.3,2102,0.7,,,,,,,,
NE011,CCHUNB1,1084.0,0.3,2102,0.6,,,,,,,,
NE011,CCHUNB1,1084.0,0.5,2103.0,0.6,,,,,,,,
NE011,CCHUNB1,1084.0,0.3,2103.0,0.4,1084,0.6,2103.0,"0.6 Good for A, B and C, No Filter Good for D",,,,
NE011,CCHUNB1,1084.0,0.6,2102,0.6,,,,,,,,
NE011,CCHUNB1,1084.0,0.3,2102,0.6,,,,,,,,
NE011,CCHUNB1,1084.0,0.3,2102,0.7,,,,,,,,
NE012,CCHUNB6A,1084.0,0.5,2103,0.5,,,,,,,,
NE012,CCHUNB1,1084.0,0.2,2103,0.2,,,,,,,,
NE012,CCHUNB1,1084.0,0.2,2102,0.4,,,,,,,,
NE012,CCHUNB1,1084.0,0.2,2102,0.5,,,,,,,,
NE012,CCHUNB1,1084.0,0.3,2102,0.6,,,,,,,,
NE012,CCHUNB1,1084.0,0.3,2102,0.5,,,,,,,,
NE012,CCHUNB1,1084.0,0.2,2102,0.4,1084,0.8,,,,,,
NE012,CCHUNB1,1084.0,0.3,2102,0.6,,,,,,,,
NE012,CCHUNB1,1084.0,0.3,2102,0.6,1084,0.2,2102,0.4,,,,
NE012,CCHUNB1,1084.0,0.3,2102,0.6,,,,,,,,
NE013,CCHUNB6A,1084.0,0.5,2103,0.5,,,,,,,,
NE013,CCHUNB3,1084.0,0.5,2103,0.6,1084,0.3,2103,0.3,,,,
NE013,CCHUNB1,1084.0,0.5,2103.0,0.6,,,,,,,,
NE013,CCHUNB1,1084.0,0.5,2102,0.8,1084,0.9,2102,"0.9 Good for A, B & C, 1.4 Good for D",,,,
NE013,CCHUNB1,1084.0,0.4,2102,0.8,,,,,,,,
NE013,CCHUNB1,1084.0,0.5,,,,,,,,,,
NE013,CCHUNB1,1084.0,0.3,2102,0.7,,,,,,,,
NE013,CCHUNB1,1084.0,0.3,2102,0.7,,,,,,,,
NE013,CCHUNB1,1084.0,0.4,2102,0.5,,,,,,,,
NE013,CCHUNB1,1084.0,0.3,2102,0.6,,,,,,,,
NE014,CCHUNB1,1084.0,0.3,2102,0.8,,,,,,,,
NE014,CCHUNB1,1084.0,0.3,2102,0.5,1084,"0.1 good for A, B and C detectors",2102,0.2,,,,
NE014,CCHUNB1,1084.0,0.3,2102,0.6,,,,,,,,
NE014,CCHUNB1,1084.0,0.2,2102,0.4,,,,,,,,
NE014,CCHUNB1,1084.0,0.3,2102,0.6,,,,,,,,
NE015,CCHUNB6A,1084.0,0.5,2103,0.6,,,,,,,,
NE015,CCHUNB2,1084.0,0.3,2103,0.3,,,,,,,,
NE015,CCHUNB3,1084.0,0.3,2103,0.3,,,,,,,,
NE015,CCHUNB1,1084.0,0.3,2103,0.4,,,,,,,,
NE015,CCHUNB1,1084.0,0.2,2102,0.5,,,,,,,,
NE015,CCHUNB1,1084.0,0.3,2102,0.6,1084,0.4,2102,0.8,,,,
NE015,CCHUNB1,1084.0,0.3,2102,0.5,1084,0.3,2103.0,0.5,,,,
NE016,CCHUNB6A,1084.0,0.5,2103,0.5,,,,,,,,
NE016,CCHUNB3,1084.0,0.3,2103,0.3,,,,,,,,
NE016,CCHUNB1,1084.0,0.3,2102,0.6,,,,,,,,
NE016,CCHUNB1,1084.0,0.2,2102,0.4,,,,,,,,
NE016,CCHUNB1,1084.0,0.3,2102,0.5,,,,,,,,
NE016,CCHUNB1,1084.0,0.3,2102,0.7,,,,,,,,
NE016,CCHUNB1,1084.0,0.3,2102,0.7,,,,,,,,
NE016,CCHUNB1,1084.0,0.3,2103.0,0.3,,,,,,,,
NE016,CCHUNB1,1084.0,0.3,2102,0.6,1084,0.3,2102,0.7,,,,
NE016,CCHUNB1,1084.0,0.3,2102,0.6,,,,,,,,
NE016,CCHUNB1,1084.0,0.3,2102,0.5,1084,0.3,2103.0,0.5,,,,
NE017,CCHUNB6A,1084.0,0.5,2103,0.5,,,,,,,,
NE017,CCHUNB3,1084.0,0.3,2103,0.3,,,,,,,,
NE017,CCHUNB1,1084.0,0.4,2103.0,0.5,,,,,,,,
NE017,CCHUNB1,1084.0,0.8,2103.0,0.8,,,,,,,,
NE017,CCHUNB1,1084.0,0.5,2102,0.8,,,,,,,,
NE017,CCHUNB1,1084.0,0.3,2102,0.7,1084,0.3,2103.0,0.5,,,,
NE017,CCHUNB1,1084.0,0.5,2103.0,0.5,1084,0.3,2103.0,0.3,,,,
NE017,CCHUNB1,1084.0,0.3,2102.0,0.6,1084,0.6,2101,"1.1 good for D detector, 1.2 good for A, B and C detectors",,,,
NE017,CCHUNB1,1084.0,0.4,2103.0,"0.5 good for A, B and C",,,,,,,,
NE018,CCHUNB6A,1084.0,0.5,2103,0.5,,,,,,,,
NE018,CCHUNB2,1084.0,0.6,2103,0.6,,,,,,,,
NE018,CCHUNB3,1084.0,0.4,2103,0.4,,,,,,,,
NE018,CCHUNB1,1084.0,0.5,2103,0.5,,,,,,,,
NE018,CCHUNB1,1084.0,0.5,2103.0,0.5,,,,,,,,
NE018,CCHUNB1,1084.0,0.3,2102,0.7,,,,,,,,
NE018,CCHUNB1,1084.0,0.4,2102,0.7,1084,0.4,2103.0,0.5,,,,
NE018,CCHUNB1,1084.0,0.1,2102,0.5,,,,,,,,
NE018,CCHUNB1,1084.0,0.2,2102,0.4,1084,0.2,2102,0.6,,,,
NE019,CCHUNB1,1084.0,0.3,2102,0.5,,,,,,,,
NE019,CCHUNB1,1084.0,0.3,2102,0.5,,,,,,,,
NE019,CCHUNB1,1084.0,0.2,2102,0.5,,,,,,,,
NE019,CCHUNB1,1084.0,0.3,2102,0.6,,,,,,,,
NE020,CCHUNB6A,1084.0,0.4,2103,0.5,,,,,,,,
NE020,CCHUNB3,1084.0,0.3,2103,0.3,,,,,,,,
NE020,CCHUNB1,1084.0,0.2,2103.0,0.3,,,,,,,,
NE020,CCHUNB1,1084.0,0.4,2102,0.6,,,,,,,,
NE020,CCHUNB1,1084.0,0.3,2102,0.5,,,,,,,,
NE020,CCHUNB1,1084.0,0.2,2102,0.5,,,,,,,,
NE020,CCHUNB1,1084.0,0.2,2102,0.4,,,,,,,,
NE020,CCHUNB1,1084.0,0.2,2102.0,0.4,,,,,,,,
NE020,CCHUNB1,1084.0,0.3,2102,0.5,,,,,,,,
NE020,CCHUNB1,1084.0,0.1,2102,0.4,1084,0.2,2102,0.5,,,,
NE021,CCHUNB6A,1084.0,0.3,2103,0.3,,,,,,,,
NE021,CCHUNB3,1084.0,0.3,2103,0.3,,,,,,,,
NE021,CCHUNB1,1084.0,0.3,2102,0.7,,,,,,,,
NE021,CCHUNB1,1084.0,0.1,2102,0.3,1084,0.5,2102,0.9,,,,
NE021,CCHUNB1,1084.0,0.3,2102,0.5,,,,,,,,
NE021,CCHUNB1,1084.0,0.3,2102,0.6,,,,,,,,
NE021,CCHUNB1,1084.0,0.2,2102,0.5,,,,,,,,
NE021,CCHUNB1,1084.0,0.3,2102,0.5,,,,,,,,
NE021,CCHUNB1,1084.0,0.3,,,,,,,,,,
NE022,CCHUNB6A,1084.0,0.3,2103,0.3,,,,,,,,
NE022,CCHUNB3,1084.0,0.2,2103,0.2,1084,0.5,2103,0.5,,,,
NE022,CCHUNB1,1084.0,0.3,2103.0,0.3,,,,,,,,
NE022,CCHUNB1,1084.0,0.8,2103.0,"0.7 Good for A & B, 0.8 Good for C & D",1084,0.3,2102.0,0.6,,,,
NE022,CCHUNB1,1084.0,0.2,2102,0.5,,,,,,,,
NE022,CCHUNB1,1084.0,0.2,2102,0.4,1084,0.4,2102,0.6,,,,
NE023,CCHUNB1,1084.0,0.3,2102,0.5,,,,,,,,
NE023,CCHUNB1,1084.0,0.3,2102,0.4,,,,,,,,
NE023,CCHUNB1,1084.0,0.3,2102,0.4,,,,,,,,
NE023,CCHUNB1,1084.0,0.2,2102,0.4,,,,,,,,
NE024,CCHUNB6A,1084.0,0.3,2103,0.3,,,,,,,,
NE024,CCHUNB3,1084.0,0.3,2103,0.4,,,,,,,,
NE024,CCHUNB1,1084.0,0.2,2102,0.5,,,,,,,,
NE024,CCHUNB1,1084.0,0.3,2102,0.6,,,,,,,,
NE024,CCHUNB1,1084.0,0.2,2102,0.6,,,,,,,,
NE024,CCHUNB1,1084.0,0.3,2102,0.5,,,,,,,,
