Subject_ID,probe,Block1 (S1),Filter Used for Block 1 (S1),Block2 (S1),Filter Used for Block 2 (S1),Block1 (S2),Filter Used for Block 1 (S2),Block2 (S2),Filter Used for Block 2 (S2),Block1 (S3),Filter Used for Block 1 (S3),Block2 (S3),Filter Used for Block 2 (S3)
NE001,CCHUNB1,1084.0,,2101.0,"1.1 good for A & B detectors, 0.8 good for C & D detectors",1084.0,0.4,2102.0,0.7,,,,
NE001,CCHUNB1,2102.0,"0.8 Good for A & B, 0.3 Good for C & D",,,1084.0,0.1,2102.0,0.3,,,,
NE001,CCHUNB1,2101.0,"0.9 Good for C & D, 1.1 Good for A & B",,,1084.0,0.3,2102.0,0.8,,,,
NE002,CCHUNB1,1084.0,0.3,2102.0,0.7,1084.0,0.1,2102.0,0.3,,,,
NE002,CCHUNB1,1084.0,0.2,2102.0,0.5,1084.0,0.2,2102.0,0.5,,,,
NE002,CCHUNB1,1084.0,0.3,2102.0,0.7,1084.0,0.2,2102.0,0.6,,,,
NE002,CCHUNB1,1084.0,0.3,2102.0,0.6,1084.0,0.3,2102.0,0.7,,,,
NE004,CCHUNB1,1084.0,0.3,2102.0,0.6,1084.0,0.3,2102.0,0.6,,,,
NE004,CCHUNB1,1084.0,0.3,2102.0,0.5,1084.0,0.3,2102.0,0.7,,,,
NE005,CCHUNB1,1084.0,0.2,2102.0,0.3,1084.0,0.2,2102.0,0.4,,,,
NE005,CCHUNB1,1084.0,0.2,2102.0,0.3,1084.0,0.3,2102.0,0.5,,,,
NE005,CCHUNB1,1084.0,0.2,2102.0,0.3,1084.0,0.2,2102.0,0.6,,,,
NE006,CCHUNB1,2102.0,0.5,2101.0,0.9,1084.0,0.4,2102.0,0.8,1084,0.5,2102.0,0.9
NE007,CCHUNB1,1084.0,0.2,2102.0,0.5,1084.0,0.4,2102.0,0.8,,,,
NE012,CCHUNB1,1084.0,0.3,2102.0,0.6,1084.0,0.2,2102.0,0.4,,,,
NE014,CCHUNB1,1084.0,0.3,2102.0,0.5,1084.0,"0.1 good for A, B and C detectors",2102.0,0.2,,,,
NE015,CCHUNB1,1084.0,0.3,2102.0,0.6,1084.0,0.4,2102.0,0.8,,,,
NE016,CCHUNB1,1084.0,0.3,2102.0,0.6,1084.0,0.3,2102.0,0.7,,,,
NE017,CCHUNB1,1084.0,0.4 good for A & B detectors,2102.0,0.4 good for C & D detectors,1084.0,0.4,2102.0,0.8,,,,
NE018,CCHUNB1,1084.0,0.2,2102.0,0.4,1084.0,0.2,2102.0,0.6,,,,
NE020,CCHUNB1,1084.0,0.1,2102.0,0.4,1084.0,0.2,2102.0,0.5,,,,
NE021,CCHUNB1,1084.0,0.1,2102.0,0.3,1084.0,0.5,2102.0,0.9,,,,
NE022,CCHUNB1,1084.0,0.8,2103.0,"0.7 Good for A & B, 0.8 Good for C & D",1084.0,0.3,2102.0,0.6,,,,
NE022,CCHUNB1,1084.0,0.2,2102.0,0.4,1084.0,0.4,2102.0,0.6,,,,
NE028,CCHUNB1,1084.0,0.5,2102.0,0.8,1084.0,0.2,2102.0,0.5,,,,
NE031,CCHUNB1,1084.0,0.2,2102.0,0.4 ,1084.0,0.2,2102.0,0.6,,,,
NE031,CCHUNB1,1084.0,0.2,2102.0,0.5,1084.0,0.3,2102.0,0.5,,,,
NE032,CCHUNB1,1084.0,0.3,2102.0,0.6,1084.0,0.5,2102.0,0.9,,,,
